crm_account_id,Transaction_date,Transaction_amount
17143,"Saturday, September 28, 2019",4972
5422,"Saturday, September 28, 2019",2888
12296,"Saturday, September 28, 2019",4277
10091,"Saturday, September 28, 2019",2888
17185,"Saturday, September 28, 2019",8444
10299,"Saturday, September 28, 2019",5666
9454,"Saturday, September 28, 2019",15388
16554,"Saturday, September 28, 2019",6361
17020,"Saturday, September 28, 2019",4277
17143,"Saturday, September 28, 2019",9833
16811,"Saturday, September 28, 2019",15388
6920,"Saturday, September 28, 2019",29277
2028,"Saturday, September 28, 2019",2888
15274,"Saturday, September 28, 2019",7055
10687,"Saturday, September 28, 2019",2888
17143,"Sunday, September 29, 2019",15388
15074,"Sunday, September 29, 2019",2888
4380,"Sunday, September 29, 2019",14000
15955,"Sunday, September 29, 2019",2888
4923,"Sunday, September 29, 2019",2888
11542,"Sunday, September 29, 2019",2888
9377,"Sunday, September 29, 2019",4972
8630,"Sunday, September 29, 2019",26500
2499,"Sunday, September 29, 2019",8444
7243,"Sunday, September 29, 2019",8444
14455,"Sunday, September 29, 2019",140388
17143,"Sunday, September 29, 2019",4972
8209,"Sunday, September 29, 2019",43166
5245,"Sunday, September 29, 2019",2888
13242,"Sunday, September 29, 2019",2888
13600,"Sunday, September 29, 2019",2888
16092,"Sunday, September 29, 2019",4277
5660,"Sunday, September 29, 2019",25111
16497,"Sunday, September 29, 2019",2888
5432,"Sunday, September 29, 2019",557055
6084,"Sunday, September 29, 2019",4277
9923,"Sunday, September 29, 2019",70944
11021,"Sunday, September 29, 2019",4972
6878,"Sunday, September 29, 2019",4277
6467,"Sunday, September 29, 2019",2888
8143,"Sunday, September 29, 2019",8444
10444,"Sunday, September 29, 2019",2888
826,"Sunday, September 29, 2019",2888
9908,"Sunday, September 29, 2019",15388
3923,"Sunday, September 29, 2019",2888
17190,"Sunday, September 29, 2019",2888
2063,"Sunday, September 29, 2019",84833
12123,"Sunday, September 29, 2019",14242
4107,"Sunday, September 29, 2019",15388
16314,"Sunday, September 29, 2019",2888
5385,"Sunday, September 29, 2019",4277
6267,"Sunday, September 29, 2019",1591
17183,"Sunday, September 29, 2019",2888
10299,"Sunday, September 29, 2019",5666
13047,"Sunday, September 29, 2019",15388
17204,"Sunday, September 29, 2019",7055
9693,"Sunday, September 29, 2019",2888
8451,"Sunday, September 29, 2019",4277
882,"Sunday, September 29, 2019",2888
6467,"Sunday, September 29, 2019",2888
14613,"Sunday, September 29, 2019",57055
7141,"Sunday, September 29, 2019",4277
17209,"Sunday, September 29, 2019",4277
2069,"Sunday, September 29, 2019",9972
6942,"Sunday, September 29, 2019",5666
6948,"Sunday, September 29, 2019",5666
11396,"Sunday, September 29, 2019",4277
2542,"Sunday, September 29, 2019",2888
17200,"Sunday, September 29, 2019",2888
1821,"Sunday, September 29, 2019",43166
13969,"Sunday, September 29, 2019",2888
8053,"Sunday, September 29, 2019",140388
9262,"Sunday, September 29, 2019",30666
4599,"Sunday, September 29, 2019",3583
14178,"Sunday, September 29, 2019",8444
12463,"Sunday, September 29, 2019",15388
16190,"Sunday, September 29, 2019",2888
16180,"Sunday, September 29, 2019",2888
11126,"Sunday, September 29, 2019",7305
15979,"Sunday, September 29, 2019",4277
13638,"Sunday, September 29, 2019",2888
11694,"Sunday, September 29, 2019",2888
17155,"Sunday, September 29, 2019",2888
8183,"Sunday, September 29, 2019",2888
7749,"Sunday, September 29, 2019",4277
9073,"Sunday, September 29, 2019",418166
5130,"Sunday, September 29, 2019",4277
16214,"Sunday, September 29, 2019",50111
15698,"Sunday, September 29, 2019",3583
14451,"Sunday, September 29, 2019",15388
8183,"Sunday, September 29, 2019",14000
16752,"Sunday, September 29, 2019",2888
12438,"Sunday, September 29, 2019",2888
15955,"Sunday, September 29, 2019",2888
14831,"Sunday, September 29, 2019",2888
14291,"Sunday, September 29, 2019",15388
2295,"Sunday, September 29, 2019",4277
17068,"Sunday, September 29, 2019",8444
5245,"Monday, September 30, 2019",2888
6467,"Monday, September 30, 2019",2888
6391,"Monday, September 30, 2019",2888
10444,"Monday, September 30, 2019",2888
7470,"Monday, September 30, 2019",11222
9377,"Monday, September 30, 2019",5666
16726,"Monday, September 30, 2019",3541
1680,"Monday, September 30, 2019",15388
14944,"Monday, September 30, 2019",2888
5212,"Monday, September 30, 2019",2888
17004,"Monday, September 30, 2019",2888
14668,"Monday, September 30, 2019",8444
17165,"Monday, September 30, 2019",2888
769,"Monday, September 30, 2019",2888
14451,"Monday, September 30, 2019",6263
9693,"Monday, September 30, 2019",2888
9169,"Monday, September 30, 2019",2888
12296,"Monday, September 30, 2019",4277
13057,"Monday, September 30, 2019",4972
5448,"Monday, September 30, 2019",29277
7282,"Monday, September 30, 2019",29277
5002,"Monday, September 30, 2019",4277
15576,"Monday, September 30, 2019",8444
16712,"Monday, September 30, 2019",4430
1509,"Monday, September 30, 2019",70944
1907,"Monday, September 30, 2019",36222
7499,"Monday, September 30, 2019",6361
6467,"Monday, September 30, 2019",2888
2499,"Monday, September 30, 2019",8444
17261,"Monday, September 30, 2019",2888
9454,"Monday, September 30, 2019",2888
4018,"Monday, September 30, 2019",2888
11275,"Monday, September 30, 2019",2888
9519,"Monday, September 30, 2019",4277
14765,"Monday, September 30, 2019",4611
1454,"Monday, September 30, 2019",15388
14218,"Monday, September 30, 2019",15388
11393,"Monday, September 30, 2019",4277
15456,"Monday, September 30, 2019",2888
10450,"Monday, September 30, 2019",6041
5434,"Monday, September 30, 2019",20613
11694,"Monday, September 30, 2019",4277
2028,"Monday, September 30, 2019",3923
2122,"Monday, September 30, 2019",84833
4209,"Monday, September 30, 2019",15388
12463,"Monday, September 30, 2019",15388
17277,"Monday, September 30, 2019",2888
14514,"Monday, September 30, 2019",2888
10299,"Monday, September 30, 2019",2888
660,"Monday, September 30, 2019",11222
6878,"Monday, September 30, 2019",2888
6810,"Monday, September 30, 2019",4277
17261,"Monday, September 30, 2019",2888
13788,"Monday, September 30, 2019",4277
6084,"Monday, September 30, 2019",4277
9195,"Monday, September 30, 2019",36909
6073,"Monday, September 30, 2019",4277
13421,"Monday, September 30, 2019",4277
17293,"Monday, September 30, 2019",2888
11924,"Monday, September 30, 2019",5666
17231,"Monday, September 30, 2019",5666
16554,"Monday, September 30, 2019",4277
191,"Monday, September 30, 2019",2888
8451,"Tuesday, October 1, 2019",5666
16431,"Tuesday, October 1, 2019",5666
14505,"Tuesday, October 1, 2019",4277
2095,"Tuesday, October 1, 2019",4277
17143,"Tuesday, October 1, 2019",11222
17304,"Tuesday, October 1, 2019",2888
15377,"Tuesday, October 1, 2019",5666
13723,"Tuesday, October 1, 2019",4347
17272,"Tuesday, October 1, 2019",8444
10991,"Tuesday, October 1, 2019",4694
882,"Tuesday, October 1, 2019",2888
12385,"Tuesday, October 1, 2019",5666
8798,"Tuesday, October 1, 2019",8444
4923,"Tuesday, October 1, 2019",4277
9904,"Tuesday, October 1, 2019",29277
10444,"Tuesday, October 1, 2019",2888
14253,"Tuesday, October 1, 2019",2888
17286,"Tuesday, October 1, 2019",84833
6467,"Tuesday, October 1, 2019",2888
7466,"Tuesday, October 1, 2019",8444
13792,"Tuesday, October 1, 2019",30805
15431,"Tuesday, October 1, 2019",13305
14760,"Tuesday, October 1, 2019",3583
16221,"Tuesday, October 1, 2019",8444
14668,"Tuesday, October 1, 2019",15388
9693,"Tuesday, October 1, 2019",2888
17143,"Tuesday, October 1, 2019",2888
9819,"Tuesday, October 1, 2019",4277
17143,"Tuesday, October 1, 2019",15388
7569,"Tuesday, October 1, 2019",2888
6070,"Tuesday, October 1, 2019",70944
2295,"Tuesday, October 1, 2019",4277
9377,"Tuesday, October 1, 2019",5666
3515,"Tuesday, October 1, 2019",15388
17143,"Tuesday, October 1, 2019",15388
17305,"Tuesday, October 1, 2019",2888
16712,"Tuesday, October 1, 2019",5333
6073,"Tuesday, October 1, 2019",2888
6783,"Tuesday, October 1, 2019",2888
6917,"Tuesday, October 1, 2019",72576
14663,"Tuesday, October 1, 2019",2888
4061,"Tuesday, October 1, 2019",84833
5245,"Tuesday, October 1, 2019",2888
1627,"Tuesday, October 1, 2019",6638
8335,"Tuesday, October 1, 2019",2888
16496,"Tuesday, October 1, 2019",2888
5982,"Tuesday, October 1, 2019",973722
13512,"Tuesday, October 1, 2019",6361
17143,"Tuesday, October 1, 2019",7055
350,"Tuesday, October 1, 2019",84833
5660,"Tuesday, October 1, 2019",29555
1255,"Tuesday, October 1, 2019",15388
10299,"Tuesday, October 1, 2019",5666
2027,"Tuesday, October 1, 2019",3583
6688,"Tuesday, October 1, 2019",5333
10222,"Tuesday, October 1, 2019",209833
826,"Tuesday, October 1, 2019",2888
7882,"Tuesday, October 1, 2019",29277
17261,"Tuesday, October 1, 2019",2888
13242,"Tuesday, October 1, 2019",2888
11851,"Tuesday, October 1, 2019",8444
17341,"Tuesday, October 1, 2019",2888
57,"Tuesday, October 1, 2019",29277
12230,"Tuesday, October 1, 2019",43166
6294,"Tuesday, October 1, 2019",15388
4150,"Tuesday, October 1, 2019",15388
17333,"Tuesday, October 1, 2019",4277
17193,"Tuesday, October 1, 2019",2888
15739,"Tuesday, October 1, 2019",2888
7249,"Tuesday, October 1, 2019",279277
11694,"Tuesday, October 1, 2019",2888
7659,"Tuesday, October 1, 2019",2888
11275,"Tuesday, October 1, 2019",2888
3370,"Tuesday, October 1, 2019",2888
8841,"Tuesday, October 1, 2019",2888
17143,"Tuesday, October 1, 2019",32055
17366,"Tuesday, October 1, 2019",2888
17340,"Tuesday, October 1, 2019",2888
16471,"Tuesday, October 1, 2019",8444
7499,"Wednesday, October 2, 2019",7055
9377,"Wednesday, October 2, 2019",4972
6878,"Wednesday, October 2, 2019",2888
6467,"Wednesday, October 2, 2019",2888
1191,"Wednesday, October 2, 2019",2888
1330,"Wednesday, October 2, 2019",2888
7232,"Wednesday, October 2, 2019",29277
10210,"Wednesday, October 2, 2019",11222
12463,"Wednesday, October 2, 2019",15388
10444,"Wednesday, October 2, 2019",2888
10444,"Wednesday, October 2, 2019",2888
191,"Wednesday, October 2, 2019",2888
9896,"Wednesday, October 2, 2019",2888
1584,"Wednesday, October 2, 2019",140388
16304,"Wednesday, October 2, 2019",2888
7282,"Wednesday, October 2, 2019",43166
2499,"Wednesday, October 2, 2019",8444
9693,"Wednesday, October 2, 2019",2888
15223,"Wednesday, October 2, 2019",4277
2536,"Wednesday, October 2, 2019",2888
882,"Wednesday, October 2, 2019",2888
8697,"Wednesday, October 2, 2019",2888
7196,"Wednesday, October 2, 2019",3166
14461,"Wednesday, October 2, 2019",2944
5909,"Wednesday, October 2, 2019",4277
16314,"Wednesday, October 2, 2019",2888
10299,"Wednesday, October 2, 2019",5666
12791,"Wednesday, October 2, 2019",2888
6467,"Wednesday, October 2, 2019",2888
14107,"Wednesday, October 2, 2019",4277
11924,"Wednesday, October 2, 2019",5666
525,"Wednesday, October 2, 2019",12611
7249,"Wednesday, October 2, 2019",124292
16321,"Wednesday, October 2, 2019",8444
7082,"Wednesday, October 2, 2019",29277
15209,"Wednesday, October 2, 2019",4277
433,"Wednesday, October 2, 2019",5666
9219,"Wednesday, October 2, 2019",140388
17143,"Wednesday, October 2, 2019",15388
17405,"Wednesday, October 2, 2019",43166
7459,"Wednesday, October 2, 2019",29277
7167,"Wednesday, October 2, 2019",8444
16975,"Wednesday, October 2, 2019",43166
8335,"Wednesday, October 2, 2019",2888
13638,"Wednesday, October 2, 2019",2888
3457,"Wednesday, October 2, 2019",4277
2295,"Wednesday, October 2, 2019",4277
12385,"Wednesday, October 2, 2019",8444
10400,"Wednesday, October 2, 2019",5666
16752,"Wednesday, October 2, 2019",2888
719,"Wednesday, October 2, 2019",2888
181,"Wednesday, October 2, 2019",20944
10450,"Wednesday, October 2, 2019",2888
17410,"Wednesday, October 2, 2019",2888
10687,"Wednesday, October 2, 2019",2888
17280,"Wednesday, October 2, 2019",2888
9377,"Wednesday, October 2, 2019",4972
5052,"Wednesday, October 2, 2019",8444
15179,"Wednesday, October 2, 2019",2888
17208,"Wednesday, October 2, 2019",3583
12923,"Wednesday, October 2, 2019",227035
5860,"Wednesday, October 2, 2019",140388
11414,"Wednesday, October 2, 2019",4277
16497,"Wednesday, October 2, 2019",4277
904,"Wednesday, October 2, 2019",2888
15955,"Wednesday, October 2, 2019",2888
17020,"Wednesday, October 2, 2019",4277
13699,"Wednesday, October 2, 2019",20944
5245,"Wednesday, October 2, 2019",2888
191,"Wednesday, October 2, 2019",2888
17366,"Thursday, October 3, 2019",5666
17143,"Thursday, October 3, 2019",22333
388,"Thursday, October 3, 2019",2888
12240,"Thursday, October 3, 2019",20666
16305,"Thursday, October 3, 2019",5666
16811,"Thursday, October 3, 2019",2888
16811,"Thursday, October 3, 2019",15388
14218,"Thursday, October 3, 2019",15388
9377,"Thursday, October 3, 2019",5666
6467,"Thursday, October 3, 2019",2888
8451,"Thursday, October 3, 2019",5666
6084,"Thursday, October 3, 2019",2888
17261,"Thursday, October 3, 2019",2888
887,"Thursday, October 3, 2019",7871
11694,"Thursday, October 3, 2019",3583
17283,"Thursday, October 3, 2019",4277
1241,"Thursday, October 3, 2019",4277
17189,"Thursday, October 3, 2019",2888
16131,"Thursday, October 3, 2019",2888
17384,"Thursday, October 3, 2019",2888
1017,"Thursday, October 3, 2019",5319
13990,"Thursday, October 3, 2019",3305
1546,"Thursday, October 3, 2019",2888
15955,"Thursday, October 3, 2019",2888
3752,"Thursday, October 3, 2019",2888
3757,"Thursday, October 3, 2019",2888
10444,"Thursday, October 3, 2019",2888
16554,"Thursday, October 3, 2019",7055
14291,"Thursday, October 3, 2019",15388
7620,"Thursday, October 3, 2019",140388
14514,"Thursday, October 3, 2019",2888
16752,"Thursday, October 3, 2019",8444
10091,"Thursday, October 3, 2019",2888
6028,"Thursday, October 3, 2019",4277
15377,"Thursday, October 3, 2019",5666
2295,"Thursday, October 3, 2019",6576
6948,"Thursday, October 3, 2019",5666
9942,"Thursday, October 3, 2019",15388
17031,"Thursday, October 3, 2019",14243
8697,"Thursday, October 3, 2019",2888
16538,"Friday, October 4, 2019",1390388
10583,"Friday, October 4, 2019",4277
191,"Friday, October 4, 2019",2888
12463,"Friday, October 4, 2019",15388
9377,"Friday, October 4, 2019",3583
10216,"Friday, October 4, 2019",2888
8451,"Friday, October 4, 2019",5666
12769,"Friday, October 4, 2019",4555
16652,"Friday, October 4, 2019",2888
3666,"Friday, October 4, 2019",2888
3378,"Friday, October 4, 2019",9833
17479,"Friday, October 4, 2019",4277
6084,"Friday, October 4, 2019",2888
10299,"Friday, October 4, 2019",5666
6783,"Friday, October 4, 2019",2888
17143,"Friday, October 4, 2019",2888
16221,"Friday, October 4, 2019",8444
7831,"Friday, October 4, 2019",15388
17366,"Friday, October 4, 2019",2888
1271,"Friday, October 4, 2019",5666
15222,"Friday, October 4, 2019",1390388
5245,"Friday, October 4, 2019",2888
10478,"Saturday, October 5, 2019",8444
13723,"Saturday, October 5, 2019",3722
17143,"Saturday, October 5, 2019",29277
16664,"Saturday, October 5, 2019",2888
6467,"Saturday, October 5, 2019",2888
13421,"Saturday, October 5, 2019",2888
7174,"Saturday, October 5, 2019",2888
8697,"Saturday, October 5, 2019",2888
8798,"Saturday, October 5, 2019",98722
13242,"Saturday, October 5, 2019",2888
6810,"Saturday, October 5, 2019",5666
1330,"Saturday, October 5, 2019",2888
2295,"Saturday, October 5, 2019",4000
9722,"Saturday, October 5, 2019",2888
11924,"Saturday, October 5, 2019",5666
191,"Saturday, October 5, 2019",2888
12463,"Saturday, October 5, 2019",15388
9377,"Saturday, October 5, 2019",5666
7470,"Saturday, October 5, 2019",11222
7243,"Saturday, October 5, 2019",8444
11542,"Saturday, October 5, 2019",2888
17494,"Saturday, October 5, 2019",2888
17261,"Saturday, October 5, 2019",2888
12885,"Saturday, October 5, 2019",43166
16633,"Saturday, October 5, 2019",7055
6942,"Saturday, October 5, 2019",5666
10444,"Saturday, October 5, 2019",2888
7282,"Saturday, October 5, 2019",29277
13206,"Saturday, October 5, 2019",2888
17143,"Saturday, October 5, 2019",7750
3923,"Saturday, October 5, 2019",3583
5184,"Saturday, October 5, 2019",4277
5184,"Saturday, October 5, 2019",4000
5184,"Saturday, October 5, 2019",24000
15377,"Saturday, October 5, 2019",5666
7899,"Saturday, October 5, 2019",5666
6084,"Saturday, October 5, 2019",2888
16712,"Saturday, October 5, 2019",3456
11021,"Saturday, October 5, 2019",4277
6920,"Saturday, October 5, 2019",29277
17495,"Saturday, October 5, 2019",7750
8191,"Saturday, October 5, 2019",2888
12799,"Saturday, October 5, 2019",3583
9693,"Saturday, October 5, 2019",2888
8877,"Saturday, October 5, 2019",4277
15818,"Saturday, October 5, 2019",2888
17143,"Saturday, October 5, 2019",29277
9059,"Saturday, October 5, 2019",4402
9086,"Saturday, October 5, 2019",3583
16435,"Saturday, October 5, 2019",2888
8335,"Saturday, October 5, 2019",2888
15394,"Saturday, October 5, 2019",8444
1319,"Saturday, October 5, 2019",4277
12631,"Saturday, October 5, 2019",43166
14971,"Saturday, October 5, 2019",2888
1627,"Saturday, October 5, 2019",13305
11021,"Saturday, October 5, 2019",2888
3465,"Saturday, October 5, 2019",8444
14218,"Saturday, October 5, 2019",15388
2843,"Saturday, October 5, 2019",2888
12327,"Saturday, October 5, 2019",26984
10629,"Saturday, October 5, 2019",7888
11021,"Saturday, October 5, 2019",2888
9155,"Saturday, October 5, 2019",4000
15319,"Saturday, October 5, 2019",4277
17143,"Saturday, October 5, 2019",11222
1034,"Saturday, October 5, 2019",2888
12906,"Saturday, October 5, 2019",43166
4209,"Saturday, October 5, 2019",7888
9377,"Saturday, October 5, 2019",3583
1608,"Saturday, October 5, 2019",8444
4529,"Saturday, October 5, 2019",140388
14611,"Saturday, October 5, 2019",140388
17247,"Saturday, October 5, 2019",2888
17326,"Saturday, October 5, 2019",15388
17517,"Saturday, October 5, 2019",2888
12813,"Saturday, October 5, 2019",5666
4892,"Saturday, October 5, 2019",2888
14759,"Saturday, October 5, 2019",5666
1330,"Saturday, October 5, 2019",2888
17483,"Saturday, October 5, 2019",3388
388,"Saturday, October 5, 2019",2888
10073,"Saturday, October 5, 2019",3583
8451,"Saturday, October 5, 2019",4277
2536,"Saturday, October 5, 2019",2888
10091,"Sunday, October 6, 2019",2888
17143,"Sunday, October 6, 2019",8444
17143,"Sunday, October 6, 2019",57055
6467,"Sunday, October 6, 2019",2888
13723,"Sunday, October 6, 2019",3583
11393,"Sunday, October 6, 2019",4277
2275,"Sunday, October 6, 2019",2888
12463,"Sunday, October 6, 2019",15388
5245,"Sunday, October 6, 2019",2888
8762,"Sunday, October 6, 2019",8444
11924,"Sunday, October 6, 2019",2888
1241,"Sunday, October 6, 2019",2888
12123,"Sunday, October 6, 2019",14242
1330,"Sunday, October 6, 2019",2888
6084,"Sunday, October 6, 2019",4277
8630,"Sunday, October 6, 2019",26986
11021,"Sunday, October 6, 2019",4416
6296,"Sunday, October 6, 2019",418166
17349,"Sunday, October 6, 2019",2888
2295,"Sunday, October 6, 2019",4000
4923,"Sunday, October 6, 2019",2888
9896,"Sunday, October 6, 2019",2888
11781,"Sunday, October 6, 2019",2888
10444,"Sunday, October 6, 2019",2888
11489,"Sunday, October 6, 2019",557055
9219,"Sunday, October 6, 2019",140388
12982,"Sunday, October 6, 2019",140388
5660,"Sunday, October 6, 2019",9833
13678,"Sunday, October 6, 2019",5666
3923,"Sunday, October 6, 2019",3583
13242,"Sunday, October 6, 2019",2888
15052,"Sunday, October 6, 2019",70944
17504,"Sunday, October 6, 2019",8444
6027,"Sunday, October 6, 2019",14242
17261,"Sunday, October 6, 2019",2888
10533,"Sunday, October 6, 2019",43166
9377,"Sunday, October 6, 2019",5666
1494,"Sunday, October 6, 2019",5666
17449,"Sunday, October 6, 2019",2888
11425,"Sunday, October 6, 2019",15388
17537,"Sunday, October 6, 2019",2888
14253,"Sunday, October 6, 2019",2888
7899,"Sunday, October 6, 2019",2888
11021,"Sunday, October 6, 2019",3583
10299,"Sunday, October 6, 2019",5666
8532,"Sunday, October 6, 2019",15388
17184,"Sunday, October 6, 2019",14000
9693,"Sunday, October 6, 2019",2888
17414,"Sunday, October 6, 2019",2888
17143,"Sunday, October 6, 2019",14000
17480,"Sunday, October 6, 2019",5666
12385,"Sunday, October 6, 2019",5666
6810,"Sunday, October 6, 2019",5666
6878,"Sunday, October 6, 2019",4277
15157,"Sunday, October 6, 2019",8444
14595,"Sunday, October 6, 2019",8444
4248,"Sunday, October 6, 2019",2888
12296,"Sunday, October 6, 2019",4277
10073,"Sunday, October 6, 2019",26984
4380,"Sunday, October 6, 2019",15388
10041,"Sunday, October 6, 2019",2888
13318,"Sunday, October 6, 2019",2888
15775,"Sunday, October 6, 2019",2888
14494,"Sunday, October 6, 2019",2888
4209,"Sunday, October 6, 2019",7888
5245,"Sunday, October 6, 2019",2888
13699,"Sunday, October 6, 2019",27888
12463,"Sunday, October 6, 2019",29277
8451,"Sunday, October 6, 2019",5666
17143,"Monday, October 7, 2019",70944
3757,"Monday, October 7, 2019",2888
7174,"Monday, October 7, 2019",2888
17366,"Monday, October 7, 2019",2888
11924,"Monday, October 7, 2019",4277
15739,"Monday, October 7, 2019",2888
14391,"Monday, October 7, 2019",8444
14446,"Monday, October 7, 2019",4277
6467,"Monday, October 7, 2019",2888
9268,"Monday, October 7, 2019",4277
10224,"Monday, October 7, 2019",5666
9377,"Monday, October 7, 2019",5666
14378,"Monday, October 7, 2019",5666
17261,"Monday, October 7, 2019",2888
15230,"Monday, October 7, 2019",29277
2295,"Monday, October 7, 2019",4000
17582,"Monday, October 7, 2019",2888
17578,"Monday, October 7, 2019",7055
11021,"Monday, October 7, 2019",5569
1241,"Monday, October 7, 2019",2888
16305,"Monday, October 7, 2019",5666
181,"Monday, October 7, 2019",3444
10450,"Monday, October 7, 2019",2888
5146,"Monday, October 7, 2019",70944
181,"Monday, October 7, 2019",3266
6084,"Monday, October 7, 2019",4277
181,"Monday, October 7, 2019",17222
7029,"Monday, October 7, 2019",15388
7282,"Monday, October 7, 2019",29277
12185,"Monday, October 7, 2019",4055
8697,"Monday, October 7, 2019",2888
1027,"Monday, October 7, 2019",2888
16712,"Monday, October 7, 2019",3687
3923,"Monday, October 7, 2019",3583
14113,"Monday, October 7, 2019",2888
17143,"Monday, October 7, 2019",15388
6127,"Monday, October 7, 2019",2888
9693,"Monday, October 7, 2019",2888
17272,"Monday, October 7, 2019",4277
6792,"Monday, October 7, 2019",2888
10222,"Monday, October 7, 2019",279277
11253,"Monday, October 7, 2019",2888
1319,"Monday, October 7, 2019",8444
7470,"Monday, October 7, 2019",15388
7899,"Monday, October 7, 2019",4277
11021,"Monday, October 7, 2019",4972
7749,"Monday, October 7, 2019",2888
8578,"Monday, October 7, 2019",29277
5448,"Monday, October 7, 2019",22333
16289,"Monday, October 7, 2019",8444
433,"Monday, October 7, 2019",2888
5002,"Monday, October 7, 2019",3583
1511,"Monday, October 7, 2019",8444
10444,"Monday, October 7, 2019",2888
17143,"Monday, October 7, 2019",8444
17366,"Monday, October 7, 2019",2888
7499,"Monday, October 7, 2019",5666
14291,"Monday, October 7, 2019",15388
9481,"Monday, October 7, 2019",29277
6467,"Monday, October 7, 2019",2888
3370,"Monday, October 7, 2019",2888
7167,"Monday, October 7, 2019",2611
13047,"Monday, October 7, 2019",15388
17595,"Monday, October 7, 2019",2888
10299,"Monday, October 7, 2019",5666
17143,"Monday, October 7, 2019",5666
17315,"Monday, October 7, 2019",5666
17570,"Monday, October 7, 2019",2888
17493,"Monday, October 7, 2019",9277
15222,"Monday, October 7, 2019",43166
13600,"Monday, October 7, 2019",2888
12906,"Monday, October 7, 2019",22333
4389,"Monday, October 7, 2019",2888
12322,"Monday, October 7, 2019",15388
3457,"Monday, October 7, 2019",4277
10175,"Monday, October 7, 2019",4277
11737,"Monday, October 7, 2019",2888
17607,"Monday, October 7, 2019",3583
17609,"Monday, October 7, 2019",2888
10620,"Monday, October 7, 2019",2888
14971,"Monday, October 7, 2019",2888
8451,"Monday, October 7, 2019",5666
10175,"Tuesday, October 8, 2019",4277
6467,"Tuesday, October 8, 2019",2888
13421,"Tuesday, October 8, 2019",4277
17366,"Tuesday, October 8, 2019",2888
2830,"Tuesday, October 8, 2019",7750
9377,"Tuesday, October 8, 2019",5666
10772,"Tuesday, October 8, 2019",695944
10444,"Tuesday, October 8, 2019",2888
4408,"Tuesday, October 8, 2019",126500
5245,"Tuesday, October 8, 2019",2888
13242,"Tuesday, October 8, 2019",2888
4923,"Tuesday, October 8, 2019",2888
16712,"Tuesday, October 8, 2019",4055
191,"Tuesday, October 8, 2019",4277
12385,"Tuesday, October 8, 2019",8444
6084,"Tuesday, October 8, 2019",4277
17341,"Tuesday, October 8, 2019",2888
14473,"Tuesday, October 8, 2019",9138
15698,"Tuesday, October 8, 2019",5666
11543,"Tuesday, October 8, 2019",5666
17261,"Tuesday, October 8, 2019",2888
3923,"Tuesday, October 8, 2019",3583
7386,"Tuesday, October 8, 2019",15388
7243,"Tuesday, October 8, 2019",8444
3877,"Tuesday, October 8, 2019",4277
9017,"Tuesday, October 8, 2019",2888
2295,"Tuesday, October 8, 2019",4000
9017,"Tuesday, October 8, 2019",14000
17511,"Tuesday, October 8, 2019",3166
9693,"Tuesday, October 8, 2019",2888
17561,"Tuesday, October 8, 2019",2888
17583,"Tuesday, October 8, 2019",11222
15673,"Tuesday, October 8, 2019",2888
10687,"Tuesday, October 8, 2019",2888
5660,"Tuesday, October 8, 2019",11638
17537,"Tuesday, October 8, 2019",3166
13783,"Tuesday, October 8, 2019",9833
1621,"Tuesday, October 8, 2019",43166
6070,"Tuesday, October 8, 2019",70944
16978,"Tuesday, October 8, 2019",70944
12213,"Tuesday, October 8, 2019",14242
10477,"Tuesday, October 8, 2019",24435
5564,"Tuesday, October 8, 2019",8444
16813,"Tuesday, October 8, 2019",2888
6467,"Tuesday, October 8, 2019",2888
12791,"Tuesday, October 8, 2019",2888
14218,"Tuesday, October 8, 2019",15388
748,"Tuesday, October 8, 2019",4069
16629,"Tuesday, October 8, 2019",11777
14446,"Tuesday, October 8, 2019",8444
9377,"Tuesday, October 8, 2019",4277
15321,"Tuesday, October 8, 2019",26986
15775,"Tuesday, October 8, 2019",4277
810,"Tuesday, October 8, 2019",2888
6028,"Tuesday, October 8, 2019",7055
17414,"Tuesday, October 8, 2019",2888
10620,"Tuesday, October 8, 2019",2888
16554,"Tuesday, October 8, 2019",7263
4011,"Tuesday, October 8, 2019",2888
15775,"Tuesday, October 8, 2019",2888
13600,"Tuesday, October 8, 2019",2888
6948,"Tuesday, October 8, 2019",7055
5245,"Tuesday, October 8, 2019",2888
8532,"Tuesday, October 8, 2019",3583
15775,"Tuesday, October 8, 2019",2888
12463,"Wednesday, October 9, 2019",15388
13428,"Wednesday, October 9, 2019",2888
12905,"Wednesday, October 9, 2019",15388
2295,"Wednesday, October 9, 2019",4000
10637,"Wednesday, October 9, 2019",15388
10400,"Wednesday, October 9, 2019",3583
11393,"Wednesday, October 9, 2019",4277
8877,"Wednesday, October 9, 2019",4277
10444,"Wednesday, October 9, 2019",2888
7249,"Wednesday, October 9, 2019",279277
16214,"Wednesday, October 9, 2019",50111
16221,"Wednesday, October 9, 2019",8444
13242,"Wednesday, October 9, 2019",2888
9377,"Wednesday, October 9, 2019",6361
7040,"Wednesday, October 9, 2019",43166
17659,"Wednesday, October 9, 2019",2888
14663,"Wednesday, October 9, 2019",2888
16726,"Wednesday, October 9, 2019",3388
17646,"Wednesday, October 9, 2019",2888
6942,"Wednesday, October 9, 2019",4277
8780,"Wednesday, October 9, 2019",29277
3666,"Wednesday, October 9, 2019",2888
9334,"Wednesday, October 9, 2019",140388
